,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
3902,#FarmersProtest     In ongoing Farmers protest a new species of chimpanzees called Andhbakht’s are discovered. No offence to chimpanzees . twitter.com/Jass_k_G/statu…,0.00053,0.0,4e-05,8e-05,0.00012,2e-05,2e-05
3903,@hrw #FarmersProtest  Thank you. More power to you.,0.00091,0.0,5e-05,9e-05,0.00017,3e-05,2e-05
3904,Bhakts can't absorb the fact that #FarmersProtest is continuing &amp; expanding to other parts of India. They worked so hard to see #FarmersProtest fail. Bhakts need to understand that farmers are fighting for a larger cause &amp; not like 2 Rs/tweet troll. #FarmersProtest_StandsStrong,0.10325,1e-05,0.00087,0.00059,0.08562,5e-05,0.00012
3905,Stand with farmers  #FarmersProtest twitter.com/smcfetridge/st…,0.00076,0.0,4e-05,0.00012,0.00018,3e-05,1e-05
3906,#FarmersProtest | Huge tractor rally ahead of 8th round of government-farmers talks tomorrow asiasamachar.com/2021/01/07/358…,0.0004,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
3907,*किसान आंदोलन दिल्ली कूच* Farmers should hold next round of talks directly with Ambani and Adani . *Why to have middlemen like Narendra Modi?*💁‍♀️ #FarmersProtest @ipathak25 @Rajkumari_AAP @JarnailSinghAAP,0.0012,0.0,0.00019,0.00016,0.0003,4e-05,3e-05
3908,"This is what their mentality is, For ages they kept dalits below them, dalits can't read, dalits can't live with respect,  And now same with farmers, english speaking educated kisan is a nightmare for RSS. किसान पढ़ेगा,  किसान बढ़ेगा  #FarmersProtest  #IamWithFarmers   #किसान twitter.com/vivekagnihotri…",0.03002,1e-05,0.0006,0.0029,0.00857,0.00014,0.00012
3909,"Cricketers, Staffers Covid Positive; IPL 2021 Suspended | Left, Right &amp; ... youtu.be/YeGk04WfQjQ via @YouTube   #PrayForFarmersVictory #FarmersProtest",0.00112,0.0,0.00011,0.00012,0.00021,2e-05,3e-05
3910,India is consuming banned GM food owing to lack of regulations  Why is govt not making law against this ???  downtoearth.org.in/news/food/indi…  #WomenFarmers_AtParliament  #FarmersProtest  .............,0.00137,0.0,7e-05,0.00041,0.00037,2e-05,8e-05
3911,The Farmers own the Field in this BattleField. ਕਬਹੂ ਨ ਛਾਡੈ ਖੇਤੁ ॥  #FarmersProtest https://t.co/zWmFQrfcgR,0.0004,0.0,3e-05,8e-05,0.0001,2e-05,1e-05
3912,#GretaThunberg was in solidarity with the #FarmersProtest over your party's blatant human rights violations... not over the agricultural practices in India. Cunning narrative change by BJP. twitter.com/ANI/status/135…,0.00178,0.0,5e-05,0.00018,0.00039,3e-05,3e-05
3913,@Tractor2twitr #Shameless is a small word for @BJP4Delhi @narendramodi @AmitShah #bjpgoons @DelhiPolice @Uppolice  #GodiMedia all elements responsible to #destroy our country  This must #stop  #resign @PMOIndia @HMOIndia #BJPAttackedFarmers #FarmersProtest,0.0131,1e-05,0.00055,0.00073,0.00262,0.00014,0.00012
3914,"Advocates Under the banner of Kisaan Lawyer Forum, wrote a letter to Chief Justice of Punjab &amp; Haryana High Court to take strict action against SDM Ayush Sinha .#FarmersProtest  #UP_किसान_महापंचायत_5Sep https://t.co/RRWp0on03A",0.0004,0.0,4e-05,6e-05,0.00011,2e-05,1e-05
3915,Should we really celebrate #ConstitutionDay  ? #FarmersProtest,0.00045,0.0,3e-05,9e-05,0.0001,2e-05,1e-05
3916,"sikhnews247: PanditSahilBKS: Its 42°C at Delhi Borders. Sun is super hot, roads are burning, atmosphere is like oven ….. but…… ‘sade bazurg’ are in Chardi Kala ✊🏻. #FarmersProtest #Tractor2Twitter twitter.com/sikhnews247/st…",0.00052,0.0,4e-05,9e-05,0.00013,2e-05,1e-05
3917,@rihanna Because no one has the guts to do so.. Kudos to you for showing your courage and support for what's right❤️. #FarmersProtest,0.00829,0.0,0.00034,0.00024,0.00239,8e-05,0.00013
3918,"#FarmersProtest | Rakesh Tikait named in FIR over violence in tractor parade, says Delhi Police  hindustantimes.com/india-news/rak… https://t.co/BpwEmw5UL1",0.00058,0.0,3e-05,8e-05,0.00015,2e-05,1e-05
3919,"Over 100,000 peaceful protestors 😯#FarmersProtest #RepealFarmLaws #BJPdestroysDemocracy #FarmersAreIndia twitter.com/Reuters/status…",0.00052,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
3920,"""Farmers protest"" in India was started in August 9, 2020! Still ""Indian Govt"" and ""Army"" is not ready to give them their rights! Farmers are the main assets of any country but in ""India"" They are considered as nothing!! Where are human rigjts organizations now? #FarmersProtest https://t.co/fIVmVOG5UN",0.00088,0.0,4e-05,0.00016,0.00021,2e-05,2e-05
3921,Oh that is heartbreaking to see 💔  7 months of the harshest conditions without any acknowledgment even from the government.   ✊🏾 Power to the people of the #FarmersProtest   #ModiAgainstFarmers twitter.com/kauruppal97/st…,0.00053,0.0,4e-05,7e-05,0.00014,2e-05,1e-05
3922,#Covid2021 Spikes in front of every Gate🏚 No Internet in area 🌐 No Water &amp; Electricity around   Caring Govt 🇮🇳 can provide all the above to all - Just a Phone call away!  Don't ask just Protest 2 have it!!  #AchcheDin #FarmersProtest #KisanAandolan  #Delhi,0.00072,0.0,5e-05,8e-05,0.00017,2e-05,2e-05
3923,#FarmersProtest  becoming violent.. twitter.com/ANI/status/135…,0.0009,0.0,3e-05,0.00013,0.00018,3e-05,2e-05
3924,@sanket Thats why coverage of #FarmersProtest is not to be shown....,0.00078,0.0,5e-05,0.0001,0.00019,2e-05,2e-05
3925,India cuts internet around New Delhi as protesting farmers clash with police cnn.com/2021/02/01/asi… #farmersprotest,0.00081,0.0,4e-05,0.00011,0.00018,3e-05,2e-05
3926,"In its statement, the US Embassy said ""the internet is fundamental to the freedom of expression and a hallmark of free speech."" It also urged the government and farmer unions to keep talking to resolve the issue. #FarmersProtest #RepealOnlyWayAhead",0.00045,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
3927,"After fortification of the borders, Delhi will be renamed as KAMAL-RASHTRA. #FarmersProtest",0.00056,0.0,4e-05,0.00012,0.00011,2e-05,1e-05
3928,Let us all keep supporting the da protest and stand with them during this difficult time  SUPPORT FARMERS   #ParliamentForFarmers #FarmersProtest https://t.co/MOPDin9Iui,0.00059,0.0,4e-05,8e-05,0.00015,2e-05,2e-05
3929,"#RepealFarmLaws_NOW #FarmersProtest Repeal Farm laws If you support Indian Farmers, Please use daily # given by  @Kisanektamorcha  with your tweets retweets quote tweets reply to someone everywhere. twitter.com/WBPolice/statu…",0.00054,0.0,4e-05,7e-05,0.00014,2e-05,1e-05
3930,@RsmiRwt @akshaykumar that's your problem  Shame   celebrity is now selibrity   #FarmersProtests  #FarmerLivesMatter  #FarmersProtest  #FarmersStandingFirm,0.02624,1e-05,0.00087,0.00071,0.00728,0.00012,0.00014
3931,@KanganaTeam India against BJP's Propaganda. India stands with Farmers.... #FarmersProtest #FarmersProtest  #FarmersProtest #FarmersProtest  #FarmersProtest  #FarmersProtest  #FarmersProtest  #FarmersProtest  ... ...,0.00059,0.0,4e-05,0.0001,0.00012,2e-05,2e-05
3932,#BREAKING BJP expelled former minister Anil Joshi from Amritsar for six years. Joshi was criticizeing party leadership for not reaching to Farmer's Demand. @BJPPunjab #FarmersProtest,0.00056,0.0,4e-05,8e-05,0.00015,2e-05,1e-05
3933,"Farmer leaders are to meet @DelhiPolice today ahead of the plans to protest outside the Parliament from July 22. Police had asked farmers to choose a different place, yet again.  #BJPPoliceAgainstFarmers  #FarmersProtest",0.00055,0.0,3e-05,8e-05,0.00014,2e-05,1e-05
3934,@PoeticJFdn @modhaliwal @UNHumanRights The #KhalistaniTerrorists who killed million #Hindus ...now talking about #HumanRights &amp; democracy!! @GretaThunberg  #FarmersProtest  @Canada #terroristHeavencanada #terroristsnotprotestors,0.03699,1e-05,0.00034,0.00419,0.00378,0.00144,9e-05
3935,Central Vista construction works continue... #CoronaPandemic  #CentralVistaProject #ResignModi #FarmLawsAreNotReforms #FarmersProtest  https://t.co/uc4rfcgrlG dailymail.co.uk/news/article-9…,0.00037,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
3936,"@MEAIndia understand, to be against Modi policies... does not mean that we are against India. I know you love India Mr. Anurag, same like you, I love my country.  And I also know @rihanna @GretaThunberg @meenaharris tweets is to support humanity. #FarmersProtest @Kisanektamorcha twitter.com/MEAIndia/statu…",0.00073,0.0,4e-05,0.00012,0.00019,2e-05,1e-05
3937,No Farmers No Food No Future #NationalJumlaDay  #FarmersProtest twitter.com/rohini_sgh/sta…,0.00068,0.0,4e-05,9e-05,0.00016,2e-05,2e-05
3938,"Stand with the farmers, stand for saving the nation...!! #BJPPoliceAgainstFarmers #FarmersProtest #MSP_चाहिए_काले_कानून_नहीं #स्वामीनाथन_रिपोर्ट_लागू_करो",0.00119,0.0,8e-05,0.00016,0.00021,4e-05,2e-05
3939,"Save the hands that feed you.  #FarmersProtest #standwithfarmers #FarmerProtest #farmersofIndia #GovtofIndia #PMOIndia @PMOIndia @narendramodi @rashtrapatibhvn  Democracy, not Dictatorship! https://t.co/Ow6Q7vkQpr",0.00135,0.0,0.0001,0.00011,0.00026,4e-05,3e-05
3940,"@BDUTT shame on you lady , we are farmers fighting for our generation #FarmersProtest #FarmersBill2020",0.01691,1e-05,0.00076,0.00107,0.00542,9e-05,0.0003
3941,Student body @sath_org and Sikh Youth of Punjab organized a strong protest at Guru Nanak Dev University Amritsar in support of farmers agitation and demanding the immediate release of youth arrested from 26 onwards. #FarmersProtest #FreeAllPoliticalPrisoners https://t.co/6YYCbSabrB,0.00079,0.0,4e-05,0.00019,0.00018,3e-05,2e-05
3942,"Nearly 8 months of farmers' agitation, but govt's casual behaviour prevails thus forcing farmers to move into Parliament #FarmersProtest  #जीतेगा_किसान_हारेगा_बीजेपी https://t.co/lr2s3C3aXo",0.00054,0.0,4e-05,9e-05,0.00013,2e-05,1e-05
3943,"Pic 1: Celebrating! Mentioning as iconic image of the year. Pic 2: Change narrative, act of shame done by BJP supporter.  Lol @LavanyaBallal . Every congress spokesperson are chameleons like this. No wonder congress is losing.  #tractorParade #FarmersProtest https://t.co/07DP5BuFaD",0.11701,1e-05,0.00287,0.00139,0.10805,8e-05,0.00024
3944,@salonayyy Thanks you #Rihanna for supporting indian farmers 🙏💓  #FarmersProtest  #IStandWithFarmers #PopStarRihanna,0.00302,0.0,9e-05,0.00193,0.00045,5e-05,4e-05
3945,@sachin_rt This is not MI bagged by Reliance. This FI bagged by peoples. #FarmersProtest,0.00062,0.0,4e-05,0.0001,0.00012,2e-05,2e-05
3946,"70 years old Hakam Singh participated in all the protests against farm laws in Punjab and then at Singhu border from Nov 26. He fell ill and returned home where he passed away 2 days later. He is survived by his wife, a daughter and 3 sons.  #KnowYourShaheed #FarmersProtest https://t.co/7LkGLW1T44",0.00104,0.0,0.00012,0.00019,0.00033,3e-05,7e-05
3947,Heart touching part of Farmer &amp; his Sons in #FarmersProtest 💔 #FarmersProtests https://t.co/whzzpPmzmU#FarmersProtests,0.00047,0.0,4e-05,7e-05,0.00012,2e-05,2e-05
3948,@Amit60Panchal @SuvarnaVeerappa @iAnkurSingh @boxervijender @ndtv Why didn you posted the update on it cos it's still not paid. This govt took over agricultural reforms which is state subject Andhbhakt wait and watch teray papas agreed on 2 useless demands will agree to others also  #FarmersProtest #BoycottJioSIM #BoycottRelianceProducts,0.0986,1e-05,0.00391,0.00074,0.05989,7e-05,0.00021
3949,@NavJammu @jack @Twitter @jack @TwitterIndia are busy pleasing @narendramodi since Indian Twitter accounts give them billions of market value so Jack will always obey Indian govt orders! Sadly he doesn’t follow his own ethics outside US.   #9MonthsOfFarmersProtest  #FarmersProtest,0.00119,0.0,5e-05,0.00017,0.0003,2e-05,2e-05
3950,"@ParNain9 More over what a shame, on Vaisakhi day not able to make it trend.  #Vaisakhi_With_Farmers #FarmersProtest",0.01044,0.0,0.00044,0.00043,0.0015,7e-05,0.0001
3951,All environment activists around the world support #FarmersProtest   Thanks to all for the their valuable contribution 🙏   SPL thanks to @LicypriyaK   #FarmerLivesMatter,0.00044,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
3952,Supportfarmers #FarmersProtest #WhyModiAgainstIndia https://t.co/AawqYS5fax,0.00042,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
3953,#FarmersProtest #हरियाणा_का_किसान_बेमिसाल #Tractor2Twitter #NeverForget84   Will Not Answer Person Who Speaks To His Mom Sis Like This ... You Can Hide Yur Tweets To Get Likes Frm Yur So Called SISTERS “BHENs” 👇👇👇 https://t.co/MHcjFRWFdH,0.02443,3e-05,0.0042,0.00109,0.00428,0.00017,0.00094
3954,Thank you @_garrywalia vadde bai for follow back💚 Kisan Majdoor Ekta Zindabaad❤ #FarmersProtest,0.00075,0.0,8e-05,8e-05,0.00014,2e-05,3e-05
3955,Defence ministry lists indigenisation projects procured under Aatmanirbhar Bharat Mission - Republic World#farmers #farmersprotest,0.0004,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
3956,Yes why not.  #FarmersProtest  #FarmersBeforeVotes twitter.com/pbhushan1/stat…,0.00056,0.0,4e-05,7e-05,0.00013,2e-05,1e-05
3957,@TheMaans Good one #MSP_कानून_बनाना_पड़ेगा #FarmersProtest,0.00055,0.0,6e-05,9e-05,0.0001,2e-05,2e-05
3958,"Twitter responds to govt's notice seeking removal of over 1,000 accounts linked to Pakistan &amp; Khalistan spreading misinformation on ongoing #FarmersProtest.  english.jagran.com/india/seeking-…",0.00053,0.0,4e-05,9e-05,0.00012,2e-05,2e-05
3959,Sach hamesha bahar aa hi jata hai.  Stop lying Modi govt about Farmers blocking emergency vehicles.  #FarmersProtest  #COVIDSecondWaveInIndia twitter.com/AmarUjalaNews/…,0.01095,0.0,0.00034,0.0005,0.00233,0.00011,7e-05
3960,@GretaThunberg Thank you @GretaThunberg for support #FarmersProtest,0.00059,0.0,4e-05,7e-05,0.00014,2e-05,2e-05
3961,You divide and we became United #FarmersCallBJPboycott  #100DaysOfBJParrogance  #FarmersProtest https://t.co/0zpExUFmEP  #100DaysOfBJParrogance,0.00267,0.0,0.00012,0.00015,0.00071,3e-05,4e-05
3962,rights violations in India but not a word from the Home Secretary!Everything was being brushed under the carpet so that #FarmersProtest in India don’t become a global talking point until @rihanna @GretaThunberg @meenaharris @AmandaCerny @miakhalifa &amp; numerous others 3/6 https://t.co/Pue189QacE,0.00057,0.0,3e-05,9e-05,0.00015,2e-05,1e-05
3963,Big win for farmers.   Adani Logistics Ltd is shutting down its operations in Ludhiana. Farmers are celebrating.  #FarmersProtest https://t.co/94J2buYopX,0.00055,0.0,3e-05,0.00011,0.00013,2e-05,1e-05
3964,FARMERS VS GOVERNMENT !!  #BJP is digging it's grave by not listening to farmer's demand.😤  #IStandWithFarmers  #FarmersProtest  #8दिसंबर_भारत_बंद,0.00198,0.0,0.00015,0.00015,0.00039,5e-05,4e-05
3965,Fight for saving “Agriculture and future generations” will continue until the laws get repealed.   Parliament Day.2 of #FarmersProtest   #किसान_संसद_चलती_रहेगी https://t.co/edGpqLsMB4,0.00039,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
3966,"Don't turn your backs, when you can  be a voice to the voiceless people, to END human suffering!  #Yemen #Syria #TigrayGenocide #Myanmar #FarmersProtest twitter.com/RaviSinghKA/st…",0.03388,1e-05,0.00041,0.00233,0.00284,0.00253,0.00018
3967,Shame on ⁦@BJP4India⁩ ⁦@BJPPunjab⁩ ⁦@narendramodi⁩ ⁦@nstomar⁩ ⁦@AmitShah⁩ ⁦@KanganaTeam⁩ ⁦@akshaykumar⁩ ⁦@Akkistaan⁩ #FarmersProtest  fb.watch/3vNQ00RBF0/,0.00398,0.0,0.00036,0.00029,0.00056,6e-05,6e-05
3968,"Just keep in mind that our Farmers are still sitting on the borders after facing government atrocities, weather and away from their homes #FarmersProtest #Vaccine_और_MSP_दो",0.00121,0.0,4e-05,0.00013,0.00026,4e-05,2e-05
3969,@SDhawan25 I agree. So maybe the Indian government should stop its divisive politics. Protesting against laws doesn't mean you're automatically anti-national. #FarmersProtest,0.00121,0.0,3e-05,0.00036,0.00022,3e-05,2e-05
3970,"Doshian nu kaid karo ,sach nu aazad karo~  (Give imprisonment to culprits, Free all innocents)  #ReleaseNodeepKaur  #FarmersProtest https://t.co/jRPqJfKouf",0.03987,2e-05,0.00111,0.00346,0.00216,0.00297,0.00028
3971,"We can only imagine the pain some of farmers have gone through sleeping in open cold nights. From there, resistance had started and now, outsiders have taken this as an opportunity to create chaos. Ashamed of the situation, and hope things get sorted soon. #FarmersProtest",0.00059,0.0,3e-05,0.0001,0.00012,2e-05,2e-05
3972,Am with my farmers #FarmersProtest  #ReleaseDetainedFarmersAndActivists  Boycott bjp aap congress now Culprit must be punish,0.12764,3e-05,0.00173,0.0042,0.00594,0.02253,0.00037
3973,#Delhi: Heavy security deployment at #TikriBorder in view of farmers' protest against at Jantar Mantar amid monsoon session of Parliament. #FarmersProtest #FarmLaw #FarmersParliament #JantarMantar https://t.co/nAicMlLtqd,0.00061,0.0,4e-05,9e-05,0.00016,2e-05,1e-05
3974,Godse followers against #FarmersProtest #PropagandaAgainstFarmers twitter.com/vinsinners/sta…,0.00124,0.0,0.0001,0.00018,0.0002,3e-05,4e-05
3975,@AmandaCerny @SikhFeminist Thank you for raising awareness about the Indian government's violations of human rights and for supporting the Indian farmers 🙏  #FencingLikeChinaPak  #ReleaseNodeep #FarmersProtest,0.00554,1e-05,0.00018,0.00228,0.00095,5e-05,0.00025
3976,#FarmersProtest  Please support farmers twitter.com/vanessa_vash/s…,0.00057,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
3977,One Lakh People to attend the Mahapanchayat today in Jagraon !  #FarmersProtest  ndtv.com/india-news/far…,0.00052,0.0,4e-05,7e-05,0.00014,2e-05,2e-05
3978,Will be appreciated #FarmersProtest twitter.com/PrabhGillMusic…,0.00044,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
3979,"Heartfelt thanks to each and every participant who was a part of this victorious moment, Keep supporting #FarmersProtest  #MiddlemanModi_AgainstFarmers https://t.co/6TOalaUhVv",0.00038,0.0,3e-05,6e-05,0.0001,2e-05,1e-05
3980,#Punjab #FarmBills  #FarmersProtest  Proud of the women of India supporting farmers and exposing the attempt to give all Indias wealth in the hands of a few corporates. twitter.com/ramanmann1974/…,0.00196,1e-05,8e-05,0.00097,0.00052,8e-05,0.0002
3981,"Thanks for keep eye on issue , world should know county India wearing democracy mask over dictatorship regime #FarmersProtest #FreeDishaRavi twitter.com/meenaharris/st…",0.00078,0.0,3e-05,0.00013,0.00018,2e-05,1e-05
3982,@abhijitmajumder Picture of the day  #FarmersProtest https://t.co/vEw6iM8psx,0.00053,0.0,4e-05,7e-05,0.00012,2e-05,2e-05
3983,"Wait a few years and the price hikes in food prices will be astronomical. This why we need your support. Share your voice, use your vote  #FarmersProtest  #RememberSirChhotuRamInModiEra twitter.com/BiIndia/status…",0.00065,0.0,4e-05,8e-05,0.00014,3e-05,2e-05
3984,We must Remember this Farmers are fighting not just for them but for the whole nation. Please support🙏🙏 #FarmersProtest,0.00042,0.0,2e-05,7e-05,0.00011,2e-05,1e-05
3985,It happens only in India...   #JusticeForRanjitSingh  #FarmersProtest twitter.com/SukheetJataana…,0.00054,0.0,4e-05,0.0001,0.00013,2e-05,1e-05
3986,Don't  RUIN  the country and country men because of few corporates.  #मोदी_राज_किसान_बर्बाद #FarmersProtest https://t.co/SK6ZrUxnPn,0.00164,1e-05,0.00015,0.00038,0.00045,5e-05,8e-05
3987,"Teaching Marx today, and there is no critique of the free market I can provide to my students better than that being provided by the farmers in India right now. #FarmersProtest",0.00049,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
3988,@WeIndianInsurer A well written post on PSU privatisation  @aikscc @Kisanektamorcha  Please come up and support our public  institutions   #FarmersProtest,0.00048,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
3989,This is for all the bhakts blaming the #FarmersProtest! #ModiResignOrRepeal twitter.com/saahilmenghani…,0.00805,0.0,0.00062,0.0004,0.00239,6e-05,8e-05
3990,"PM MODI SHOULD RESIGN . ... AS HE IS NOT EVEN ELIGIBLE FOR PM ... HE SHOULD APPLY FORJOB IN RELIANCE... AMBANI ..  ADANI... AS HE IS DOING THEIR JOB ONLY .... ASHAMED OF ""MODI""  #isupportfarmersprotest #FarmersProtest #PMOIndia  #ModiGlobalDisaster #supremecourtofindia",0.02421,1e-05,0.00192,0.00101,0.00352,0.00028,0.00022
3991,"#FarmersProtest | ""There are loopholes within the new #farmbills, hence we are demanding a rollback. Govt can appoint a Commission to come up with newly drafted bills,"" says Sandeep Gide Patil, Rashtriya Kisan Mahasangh  https://t.co/98qWJhOgLb",0.00044,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
3992,She is Rihanna Not Anna!!  So Stop Joke on her!!!  She is international Love ❤✌  #ThankYouRihanna  #FarmersProtest,0.00119,0.0,6e-05,0.00012,0.00027,2e-05,4e-05
3993,At least International celebrities recognizing this protest.  #FarmersProtest twitter.com/rihanna/status…,0.00052,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
3994,First Journalist to resign in support of farmers protest.   ABP News Journalist Rakshit Singh resign because channel didn't allow him to show farmer's side. #RepublicSabseGhatiya #AajtakSabseBekaar #ShameOnIndiaToday #GodiMedia #FarmersProtest #GodiMedia,0.00131,0.0,0.00011,0.00011,0.0003,3e-05,3e-05
3995,Bollywood actors wake up..... The world is watching.... #bollywood #FarmersProtest twitter.com/Punjab2000musi…,0.00057,0.0,3e-05,0.0001,0.00014,2e-05,2e-05
3996,#AskGretaWhy  Did u do this to innocent Indians ..why are you playing with the emotions of innoscent farmers..you supported the cheap political parties ..which r using poor farmers #FarmersProtest   @ShilpiSinghINC @BJP4India @AmitShah @sambitswaraj @aajtak @republic @BJP4India,0.02915,1e-05,0.0002,0.01548,0.00482,0.00015,7e-05
3997,@neetibh @BDUTT @honeygeorge74 I'm saying dare to cover all the states....including BJP ruled! Will #BarkhaDutt write a @washingtonpost on #FarmersProtest as SuperSpreader now? She WILL NOT DARE!! She can continue on center &amp; UP....I don't mind!,0.01367,0.0,0.00053,0.00038,0.00323,0.00013,7e-05
3998,@thewire_in Its just an eye wash !! NO/NEGLIGIBLE INCREASE  in net effect !!  #MSP_लागत_से_कम_क्यों  #FarmersProtest  #KarnalProtest_AgainstLathicharge  #ModiHaiToFailureHai  #KisanMahaPanchayat  #KisanAndolan https://t.co/OPnhueFtxE,0.01283,1e-05,0.00121,0.00054,0.00215,0.00012,0.00022
3999,"I don't watch circus  media but I'm sure they might've started operation clean  for #FarmersProtest by now but if Kumbh can continue, protest will be continued too. Morons like @KanganaTeam &amp;  Arnab had spent half a year spitting about Tablighi jammat, these ppl are like termites twitter.com/_RavinderSingh…",0.80512,2e-05,0.00305,0.00092,0.77378,7e-05,0.00019
4000,@dearcomrade123 @KanganaTeam @taapsee Then according to you how know about #FarmersProtest ??,0.00048,0.0,4e-05,7e-05,0.00011,2e-05,1e-05
4001,@Arun_Chowdhury I LOVE apna food!  #FarmersProtest = #HumanRights,0.00312,0.0,0.00011,0.00035,0.00045,7e-05,5e-05
4002,@tanvishukla @_YogendraYadav #FarmersProtest  FARMERS INCOME DEBATE   extremely SAD TO SEE you ridicule interrupt Mr Sardana from speaking  . It was very very SHOCKING TO see yr ARROGANT behaviour to such a renowned and knowledgeable AGRICULTURAL economist who knows the farmlaws inside out,0.45146,6e-05,0.00366,0.00975,0.36181,0.00036,0.00127
4003,@MalikAvni Retweeted•Liked•Shared #आज_आक्सीजन_कल_रोटी_जायेगी #FarmersProtest = #HumanRights,0.0007,0.0,8e-05,0.00011,0.00011,3e-05,3e-05
4004,India stands with farmers  #TakeBack_FarmLaws  #FarmersProtest  #Palestinelivesmatter  #ModiMadeDisaster,0.00073,0.0,4e-05,0.00012,0.00017,2e-05,1e-05
4005,Today Hashtag Retweet  #AajTak_दलाल_मोदी_का  #FarmersProtest https://t.co/rROz2C1S09,0.00036,0.0,3e-05,7e-05,9e-05,2e-05,1e-05
4006,"@ishkarnBHANDARI Finally, Singh lagda jaag reha hai. Plz don't sell urself to someone in power bcz power is temporary and your ethics and values r permanent. We stand with you on @itsSSR now it's ur turn #FarmersProtest #KisanAandolan @Kisanektamorcha",0.00184,0.0,0.0001,0.00015,0.00041,3e-05,3e-05
4007,This is a Must watch 🤓😹 #FarmersProtest twitter.com/SwatiIKR/statu…,0.00079,0.0,7e-05,6e-05,0.00016,3e-05,2e-05
4008,@KanganaTeam @RazyGhai Still on Twitter @KanganaTeam .... cmon get lost to your koo app ... ur face 🤮🤮🤮 ... #farmersprotest,0.00665,0.0,0.0004,0.00019,0.00138,0.00014,9e-05
4009,Bcoz during second wave @narendramodi @PMOIndia this loser was busy in rallies and exporting vaccines thats why there is no mention of second wave by incompetent govt and media   #5MonthsOfFarmersProtest #FarmersProtest twitter.com/jdhillonA/stat…,0.46598,1e-05,0.00101,0.00057,0.44724,7e-05,0.00012
4010,WATCH | Ground Report from various borders as Farmers' Protest enters 18th day.  #FarmersProstests #Farmers #FarmersProtest  news.abplive.com/videos/ground-…,0.00044,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
4011,"If you are neutral in situations of injustice, you have chosen the side of the oppressor.  Speak up for farmers in India. 📢Don't be an oppressor.  #FarmersProtest    17:50:08",0.00155,0.0,5e-05,0.00028,0.0002,4e-05,2e-05
4012,We stand in solidarity with the #FarmersProtest in India. pic.twitter.com/vb3qePGDWJ,0.00043,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
4013,@narendramodi #shame on you  #PMModi   🐐🐐🐐 #PMOIndia #FarmersProtest #Kisanektajindabad https://t.co/GCYVhILnu4,0.06554,2e-05,0.00465,0.00121,0.01345,0.0003,0.00032
4014,"Law is not law, if it violates the principles of eternal JUSTICE!! #YogiWithFarmersKillers #FarmersProtest https://t.co/k9c2jULGzv",0.02275,2e-05,0.00061,0.00115,0.00094,0.00193,0.00033
4015,#RejectBJP_SupportFarmers no farmer no food #FarmersProtest twitter.com/Manjeet5486/st…,0.00074,0.0,5e-05,0.0001,0.00017,2e-05,2e-05
4016,@AjayKumarJourno Thanks for understanding the pain #FarmersProtest,0.00057,0.0,4e-05,9e-05,0.00012,2e-05,2e-05
4017,Beautifully Subtitled in English.  Kirpa 💙💥✨  #FarmerProtest #FarmersProtest #StandWithFarmersChallenge #StandWithFarmers #KisanEktaZindaBaad twitter.com/akaic4/status/…,0.00058,0.0,5e-05,9e-05,0.00012,2e-05,2e-05
4018,USSF STANDS WITH FARMERS #FarmersProtest #kisanandolan #westandwithfarmers #isupportfarmers https://t.co/CtLlo0tZfz,0.00093,0.0,0.0001,0.00012,0.00017,3e-05,3e-05
4019,sikhnews247: psingh13aa: Never ever #FarmersDyingModiEnjoying #FarmersProtest #isupportfarmers #standwithfarmerschallenge #TakeBackFarmLaws #Tractor2Twitter #FarmersAreLifeLine #RepealBlackLaws #SpeakUpForFarmers twitter.com/sikhnews247/st…,0.00164,0.0,0.00011,0.0004,0.0003,4e-05,4e-05
4020,Never underestimate the power of women.  #FarmersProtest #WomenFarmers_AtParliament https://t.co/lznR93sp1n twitter.com/amanmangat08/s…,0.00735,3e-05,0.00014,0.00495,0.00118,0.00033,0.00066
4021,#WhyModiFoolingFarmers is today's hashtag !  Keep supporting #FarmersProtest https://t.co/QnMSbqE2lp,0.00117,0.0,7e-05,0.0001,0.00022,3e-05,2e-05
4022,@457Bossdogghey @PMOIndia @narendramodi You r great dude 😇😎 I am not that intelligent and doesn't have much talent I guess.  #FarmersProtest  #TomarModiKisanVirodhi  #ReleaseRanjitSingh,0.04152,1e-05,0.00099,0.00052,0.02186,9e-05,0.00018
