input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
It will be much more beneficial if the investment is made on the farmers then the corporates  #StopHateAgainstFarmers #FarmersProtest twitter.com/davinder_7/sta…,0.00056,0.0,3e-05,9e-05,0.00014,2e-05,1e-05
mandeeptoronto: @Kisanektamorcha #StopHateAgainstFarmers #FarmersProtest,0.00696,0.0,0.00042,0.00025,0.00144,5e-05,7e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/kisanektamorch…,0.00433,0.0,0.00019,0.00023,0.00105,5e-05,4e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/mnprtsandhu34/…,0.00383,0.0,0.00015,0.0002,0.00101,4e-05,3e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/updeshkb_12/st…,0.00415,0.0,0.00021,0.00019,0.00099,4e-05,4e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/iamrajbuttar/s…,0.0032,0.0,0.00015,0.00018,0.0008,4e-05,3e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/davinder_7/sta…,0.00503,0.0,0.00023,0.00022,0.00133,5e-05,5e-05
mandeeptoronto: #StopHateAgainstFarmers #FarmersProtest twitter.com/antiitcelltask…,0.00257,0.0,0.00012,0.00016,0.00058,4e-05,3e-05
Keep supporting farmers #StopHateAgainstFarmers #FarmersProtest,0.00114,0.0,5e-05,0.00017,0.00025,3e-05,2e-05
Stand with farmers #StopHateAgainstFarmers #FarmersProtest,0.00151,0.0,6e-05,0.00022,0.0003,4e-05,2e-05
Good morning everyone #StopHateAgainstFarmers #FarmersProtest,0.00085,0.0,4e-05,0.00012,0.00018,3e-05,2e-05
Who will voluntarily sit on roads if their lives didn’t depend on it?! Ask yourself.  Would you leave your home &amp; live on roads just cuz someone told you?  Farmers are smart (in case you didn’t know) &amp; they know BJP govt is selling ‘em.  #StopHateAgainstFarmers #FarmersProtest https://t.co/ImEQ5agXyp,0.00117,0.0,5e-05,0.00011,0.00029,3e-05,2e-05
#FarmersProtest Farmers burnt the copies of the three laws at Singhu border. #सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers https://t.co/y2jXadJ7t4,0.00044,0.0,4e-05,8e-05,0.0001,2e-05,1e-05
Anti-Farmers laws will be removed by farmers as how farmers remove weed from their's fields to collect grain from the field.. #FarmersProtest #StopHateAgainstFarmers https://t.co/Ky2CTBmYsQ,0.00138,0.0,4e-05,0.00026,0.00025,5e-05,2e-05
It is horrifying that we have to fight with our own government to save the FARMERS.  #FarmersProtest   #StopHateAgainstFarmers,0.00079,0.0,4e-05,0.00011,0.00018,2e-05,1e-05
Farming is the main source of our country as it provide livelihood to the majority of the people in India.   Save FARMERS Save NATION....  #FarmersProtest   #StopHateAgainstFarmers,0.00102,0.0,5e-05,0.00015,0.00018,4e-05,2e-05
Recently we have seen a lot of hate for farmers and Sikhs in India due to #FarmersProtest.   Now some foolish people are spreading the same hate internationally and targeting Sikh Community.   We need to educate the world more about this hate..  #StopHateAgainstFarmers twitter.com/Tractor2twitr/…,0.70198,1e-05,0.00033,0.00372,0.62885,0.00011,4e-05
This countries leadership is ridiculous. No response to farmers. This isn’t going away!   #StopHateAgainstFarmers #FarmersProtest twitter.com/Kisanektamorch…,0.86885,1e-05,0.00053,0.00115,0.80835,7e-05,5e-05
"Just like migrant workers didn’t choose to start walking to go back home for food, farmers didn’t choose to sit on the roads demanding govt to repeal the farm bills.  Indian govt has failed its own citizens!   #StopHateAgainstFarmers #FarmersProtest https://t.co/GRQSXiJjfM",0.02287,0.0,0.00024,0.00264,0.00785,9e-05,5e-05
This time for my protesting farmers in Delhi and all over India. வெளியே போடா!  #PoMoneModi  #GoBackModi #FarmersProtest,0.00056,0.0,4e-05,0.0001,0.00013,2e-05,1e-05
Where there is Unity!  There is always Victory!   #StopHateAgainstFarmers #FarmersProtest,0.00057,0.0,3e-05,0.0001,0.00013,2e-05,1e-05
"Farmers deserve respect, not hate!   #StopHateAgainstFarmers #FarmersProtest https://t.co/uu0XA4tJNd",0.01301,0.0,0.00015,0.0011,0.00168,0.00021,6e-05
Retweet Maximum  #StopHateAgainstFarmers #FarmersProtest,0.00077,0.0,4e-05,0.00011,0.00017,2e-05,2e-05
The true defination of our hardworking farmers:--`  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #FarmersProtest #StopHateAgainstFarmers #सरकार_MSP_केंद्र_खोलो https://t.co/wrLUkmXKWD,0.00557,1e-05,0.00118,0.00025,0.00087,8e-05,0.00012
No Justice No Peace..!  Today's tagline :-  #StopHateAgainstFarmers  #FarmersProtest https://t.co/RvnMQq3dSD,0.00792,0.0,7e-05,0.00112,0.00107,0.00015,3e-05
"Don't fall for their tricks, make yourself and your friends be aware of that.  #FarmersProtest twitter.com/GurnamsinghBku…",0.00255,0.0,0.00011,0.00013,0.00049,6e-05,4e-05
#StopHateAgainstFarmers #FarmersProtest  Farmers are backbone of India’s economy.,0.00084,0.0,3e-05,0.00014,0.00019,2e-05,1e-05
God looked down on his planned paradise and said I need a caretaker  So GOD made a FARMER  #StopHateAgainstFarmers  #FarmersProtest,0.00383,1e-05,0.00035,0.00035,0.00067,5e-05,0.0001
Greetings everyone! 🙏🏼  Farmers have been peacefully protesting for more than 4 months now. Now summer is here.   Please help spread the word &amp; stand with the ones who grow food we need to feed our families.   Today’s hashtag: #StopHateAgainstFarmers  Tweet/RT/QT  #FarmersProtest https://t.co/K23xb19SsN,0.00064,0.0,3e-05,0.00011,0.00016,2e-05,1e-05
"If you ate today , thank to our Farmers... #FarmersProtest #StopHateAgainstFarmers",0.0007,0.0,3e-05,0.0001,0.00015,3e-05,1e-05
Stand with Farmers Solidarity bcoz we can defeat hate by standing Together.... #FarmersProtest #StopHateAgainstFarmers,0.00177,0.0,4e-05,0.00023,0.0003,6e-05,2e-05
"What u see depends on how u see the world  To most people this is dirt, to farmers it is POTENTIAL  #StopHateAgainstFarmers #FarmersProtest",0.09359,2e-05,0.00462,0.00063,0.04369,0.00015,0.00064
"campaign will be conducted by this,you can demand from both the central government and your state government. #सरकार_MSP_केंद्र_खोलो #FarmersProtest https://t.co/SyvRpDnHz3",0.00047,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
☬☬☬ ਵਾਹਿਗੁਰੂ ਜੀ ☬☬☬    Hashtag for today ( March / 30 )   #StopHateAgainstFarmers  #FarmersProtest,0.00048,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
Darkness cannot drive out darkness ; only the light can do that . Hate cannot drive out hate ; only love can do that.. #FarmersProtest #StopHateAgainstFarmers https://t.co/IhopeKRBXO,0.00151,0.0,5e-05,0.00022,0.00026,5e-05,2e-05
"Protect the Indian Farmers, Revoke the Anti-Farmer ordinance #FarmersProtest #StopHateAgainstFarmers https://t.co/XWuk3iJpZA",0.00154,0.0,5e-05,0.00025,0.0003,4e-05,2e-05
Roads are our homes. We the farmers during  #FarmersProtest  #StopHateAgainstFarmers https://t.co/ajeBU63QIO,0.00072,0.0,4e-05,0.00011,0.00017,2e-05,1e-05
@JassiKhangura @DrSJaishankar @MEAIndia @PMOIndia Bangladesh a poor and developing country provided refuge to one million refugees and our Vishavguru can't even provide food to a thousand or so distressed souls? Shame #FarmersProtest,0.12391,2e-05,0.0031,0.00276,0.06153,0.00011,0.00025
"Every weekend, when I used to go to my Nanke, my cousin @priyankachopra and I, we would sing and dance and braid each other’s hair.  It was a delightful childhood and we had so much fun.  Who knew she’d be so famous!  #LieLikeModi and everything is believable. #FarmersProtest",0.00095,0.0,7e-05,0.00011,0.00019,4e-05,3e-05
"campaign will be conducted by this,you can demand from both the central government and your state government. #सरकार_MSP_केंद्र_खोलो #FarmersProtest https://t.co/oL2zStJrkn https://t.co/NlEVZXIQmh",0.00046,0.0,4e-05,8e-05,0.00012,2e-05,1e-05
124 days of struggle 310 + Sacrifices Agitation is spreading all over the world now. A Farmer has to be an Optimist otherwise He wouldn't still be a Farmer. #FarmersProtest  #MyFarmer_MyPride https://t.co/Arp2TGReBw,0.00045,0.0,3e-05,7e-05,0.00011,2e-05,2e-05
"If the Farmer is rich,then so is the nation.  #FarmersProtest",0.00041,0.0,3e-05,9e-05,0.0001,2e-05,1e-05
@RaviSinghKA yes happy holla mohalla #FarmersProtest #होली_के_रंग_किसानों_के_संग  #मोदी_मतलब_देश_चौपट https://t.co/Drylp3LtMg,0.00115,0.0,0.00018,0.00017,0.00014,4e-05,4e-05
"campaign will be conducted by this,you can demand from both the central government and your state government. #सरकार_MSP_केंद्र_खोलो #FarmersProtest https://t.co/terdwmZFyD",0.00047,0.0,4e-05,8e-05,0.00011,2e-05,1e-05
@ShantilataMoha7 Please don't fall for that dillusion Sir. First of all the center is intruding in State authority by implementing these laws. Secondly what will be your choice if center puts a duty free market in your state or border? #FarmersProtest,0.00066,0.0,5e-05,9e-05,0.00014,2e-05,2e-05
I support #FarmersProtest,0.00058,0.0,5e-05,9e-05,0.0001,2e-05,2e-05
Good morning all of you my peeps. I like to apologize. I am attending some other commitment that I have. I just realized it’s 7 my time. So I wanted to let you know that please hold the Fort down for me. I will join you all later. I am so sorry. 😢♥️♥️♥️#farmersprotest,0.00703,1e-05,0.00111,0.00023,0.00061,0.0001,0.00024
"@asg295 Of course Grewal Sahib every human has ups and downs, moments of gloom and ecstasy and here comes the comrades to shoulder them out of that situation.  #FarmersProtest",0.00069,0.0,3e-05,9e-05,0.00017,3e-05,2e-05
@Cloudyskies1205 yes me too .its really tooo amazing and too realistic  RSS BJP r antinational anti #ClimateAction anti humanity and democracy murderer's  #Desh_Ka_Gaddar_RSS  #FarmersProtest #IndiaStandTogetherAgainstRSSBJPPropeganda https://t.co/OEopGhdDLP,0.00183,0.0,5e-05,0.00017,0.00038,6e-05,2e-05
Trending On No.1  Good Start For the Day  #GoBackModi   #FarmersProtest https://t.co/6a16xvr21h,0.00053,0.0,4e-05,6e-05,0.00012,2e-05,2e-05
@Harkanwal911 #Desh_Ka_Gaddar_RSS  #FarmersProtest RSS BJP r anti nationalist https://t.co/iADugVcXJB,0.00139,0.0,6e-05,0.00018,0.00024,3e-05,2e-05
The true defination of our hardworking farmers;  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #GoBackModi #FarmersProtest #Desh_Ka_Gaddar_RSS #सरकार_MSP_केंद्र_खोलो https://t.co/n2ForzF4uw #GoBackModi https://t.co/vT6Mad6ajA,0.00682,1e-05,0.00117,0.00029,0.00118,0.0001,0.00019
@loyal90901246 @UNGeneva @GermanyUN @AlboMP @tungMLC @SenatorWong @jeremycorbyn @EUCouncil @antonioguterres @POTUS @CanadianPM Don't stop using your voice @loyal90901246! Awesome job! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS,0.00718,1e-05,0.00044,0.00039,0.00117,0.0001,0.00011
"@Mr_Broody @The_NehaJoshi @capt_amarinder Yep, your under attack...... spread the hate. RUNNNNNNN..... 😂 Try to think ! It’s about the laws. Stop playing games. #FarmersProtest",0.0346,1e-05,0.00076,0.00093,0.00485,0.00035,0.00017
@loyal90901246 @UNGeneva @GermanyUN @AlboMP @tungMLC @SenatorWong @jeremycorbyn @EUCouncil @antonioguterres @POTUS @CanadianPM Keep going @loyal90901246 so proud of you! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS,0.00564,1e-05,0.00048,0.00032,0.00089,9e-05,8e-05
"@Mr_Broody @The_NehaJoshi @capt_amarinder Lol, very concise and supported by research. It’s a complete analysis. No propaganda. #FarmersProtest",0.0005,0.0,3e-05,7e-05,0.00013,2e-05,1e-05
"@Mr_Broody @The_NehaJoshi @capt_amarinder Yep, ethical government and corporates will ensure that the consumers pays a fair price for the produce that will be in their stores. Don’t forget to bargain the next time you go to a Reliance store 😝. #FarmersProtest",0.00057,0.0,3e-05,8e-05,0.00016,2e-05,1e-05
"campaign will be conducted by this,you can demand from both the central government and your state government. #सरकार_MSP_केंद्र_खोलो #FarmersProtest https://t.co/pko93gfpvt",0.00046,0.0,4e-05,8e-05,0.00011,2e-05,1e-05
The Adani Group denies engaging with Myanmar’s military leadership over port deal but video suggest otherwise abc.net.au/news/2021-03-3…   #सरकार_MSP_केंद्र_खोलो #Desh_Ka_Gaddar_RSS #FarmersProtest,0.00052,0.0,3e-05,8e-05,0.00013,2e-05,1e-05
"@Mr_Broody @The_NehaJoshi @capt_amarinder Oh no, that’s really hard. I wonder if they got paid more or less for their statement. Did you see Godi media covering the biggest protest ? #FarmersProtest https://t.co/nukGQF00li",0.00092,0.0,7e-05,9e-05,0.0002,2e-05,2e-05
"@Mr_Broody @The_NehaJoshi @capt_amarinder Anger management ? Conspiracy , hate , generalisations. That’s your perception. The protest is about the laws. Stop your tactics. #FarmersProtest #Punjab",0.00272,0.0,7e-05,0.00018,0.0005,5e-05,3e-05
Battle in Nandigram: The Wire Visits an Interior Village Where the Natio... youtu.be/mioZXR8HBw8 via @YouTube   #सरकार_MSP_केंद्र_खोलो #Desh_Ka_Gaddar_RSS #FarmersProtest,0.0006,0.0,6e-05,0.0001,0.00012,2e-05,2e-05
"@Mr_Broody @The_NehaJoshi @capt_amarinder Lol, it makes sense now. Wow, this will improve everything. 👏👏👏👏. Link the dots. #FarmersProtest",0.00051,0.0,4e-05,7e-05,0.00012,2e-05,1e-05
#सरकार_MSP_केंद्र_खोलो The true defination of our hardworking farmers;  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #GoBackModi #FarmersProtest #Desh_Ka_Gaddar_RSS #सरकार_MSP_केंद्र_खोलो https://t.co/h7dcuyVH5P,0.00129,0.0,0.00019,0.00014,0.00023,3e-05,5e-05
Happiness is not something that you chase after. It will not be found hidden in the great outdoors’ nook and cranny. It comes from deep within you and can only be achieved when you learn contentment.#FarmersProtest,0.00409,0.0,0.00029,0.00019,0.00108,5e-05,0.00016
Even a thousand bigoted presidents with all the armed forces in the world would turn powerless in front of a hundred conscientious citizens hell-bent on justice.  Support FARMERS✊🏽  #FarmersProtest   00:28:08,0.01421,1e-05,0.00046,0.00074,0.00294,0.00019,7e-05
The true defination of our hardworking farmers;  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #GoBackModi #FarmersProtest #Desh_Ka_Gaddar_RSS,0.0155,2e-05,0.00358,0.00047,0.0021,0.00021,0.00051
"🚨ATTN: #TORONTO 🇨🇦 🚨 on SUNDAY APRIL 4 @ 12PM, join the march for farmers from Westwood Mall to Paul Coffey Park, #Malton.  👨🏻‍🦽👩🏻‍🦼🚶🏻‍♂️ #UnitedWeWin  #JusticeForIndianFarmers  #FarmersProtest  #KisaanMazdoorEktaZindabaad https://t.co/ftMLIqes3U",0.00135,0.0,0.00013,0.00018,0.00026,3e-05,3e-05
"Des Ki Baat: Death Of Shova Majumdar, Elderly Woman Allegedly Attacked B... youtu.be/pXjIQBLUfE4 via @YouTube   #सरकार_MSP_केंद्र_खोलो #Desh_Ka_Gaddar_RSS #FarmersProtest",0.02876,5e-05,0.00175,0.0038,0.0027,0.00117,0.00184
THIS! This is unity and teamwork and respect for all religions! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS twitter.com/kapskom/status…,0.0007,0.0,3e-05,0.00019,0.00013,2e-05,1e-05
"Hate these things instead: corruption, crime, rising prices, increasing gap between rich &amp; poor, unemployment, lack of health care, lack of environmental concern, lack of quality schools   Should I go on? #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS",0.02889,1e-05,0.0005,0.00075,0.00708,0.00025,0.00013
"BJP’s E Sreedharan refuses to talk about 'love jihad' and beef, walks ou... youtu.be/CamdCZwktY8 via @YouTube   #सरकार_MSP_केंद्र_खोलो #Desh_Ka_Gaddar_RSS #FarmersProtest",0.00525,0.0,0.00035,0.00035,0.00099,8e-05,5e-05
@MohinderOf @Harprit97473725 It is longest ever not may be sir! #FarmersProtest,0.00095,0.0,6e-05,9e-05,0.00016,3e-05,2e-05
#ClimateCrisis #FarmLife #FridaysForFuture #Food  #vegetarian #EarthHour #MasterChef  #Health #nutrition @SikhPA  @sikhexpo @Punjab2000music  Please share and raise awareness ❤️🌍✌🏽 #FarmersProtest  #IStandWithFarmers https://t.co/HNujlkHZU5,0.0005,0.0,4e-05,8e-05,0.00013,2e-05,1e-05
#FarmersProtest After watching farm leader joginder Singh ugrahan rank in country's powerful man andbhakts be like: https://t.co/FG8SzdjRbN,0.00126,1e-05,0.00013,0.00023,0.0004,4e-05,8e-05
The true defination of our hardworking farmers;  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #GoBackModi #FarmersProtest #Desh_Ka_Gaddar_RSS #सरकार_MSP_केंद्र_खोलो https://t.co/AwWUW0by2J,0.00773,1e-05,0.00137,0.00031,0.0013,0.0001,0.00019
@loyal90901246 I love the articles you find! #देश_विरोधी_संघटन_RSS #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00075,0.0,8e-05,0.0001,0.0001,3e-05,3e-05
Thank you @ShoebridgeMLC for speaking up against what is flat out evil and that's the only way to say it #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS twitter.com/BaazNewsOrg/st…,0.00104,0.0,6e-05,0.0001,0.00021,3e-05,2e-05
@FriedrichPieter Thank you @ShoebridgeMLC for speaking up against what is evil and that's the only way to put it! May you always be blessed and in Chardi Kala #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS,0.00324,0.0,0.00019,0.00024,0.00048,7e-05,5e-05
#FarmersProtest I stand with the farmers of India 🇮🇳 #Punjab #india Modi The Fascist,0.18975,2e-05,0.0021,0.00613,0.08349,0.00035,0.00028
@KattanOru @FriedrichPieter Spot on! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS,0.00141,0.0,0.00016,0.00016,0.0002,4e-05,4e-05
@RK000120 @ShibuVarkey_dr @FriedrichPieter Thank you so nice to know that there really are people who understand this! #Desh_Ka_Gaddar_RSS #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights,0.00188,0.0,0.00017,0.00018,0.00025,5e-05,5e-05
@ShibuVarkey_dr @FriedrichPieter Exactly being against Hinduvta or the RSS doesn't mean people are against Hindus. Any religious extremism or radicalism is wrong #देश_विरोधी_संघटन_RSS #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00488,0.0,6e-05,0.0024,0.00062,6e-05,3e-05
@FriedrichPieter Awww did their feelings get hurt 😂 Well farmers don't like being called separtists or anti-national #देश_विरोधी_संघटन_RSS #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.0026,0.0,0.00017,0.0003,0.00037,4e-05,5e-05
Largest protest and may be longest  #FarmersProtest,0.00115,0.0,5e-05,0.00013,0.00022,5e-05,3e-05
@scruperfect What is wrong with these people and why try to do something like this? Immoral and unethical and flat out wrong! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.05271,1e-05,0.00051,0.00088,0.01568,0.0001,0.00015
Please listen to this message. BJP party doing more politics to create public conflict and unrest.   #FarmersProtest is not against bjp voters because those are our fellow citizens. The fight is against tyrant BJP Govt.   There is a big difference so please don’t get played. 🙏 twitter.com/kisanitcell1/s…,0.00099,0.0,3e-05,0.0001,0.00029,2e-05,2e-05
Yes why aren't we talking about this!?! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS twitter.com/shuja_2006/sta…,0.00169,0.0,0.00016,0.00016,0.00019,5e-05,5e-05
Farmers Suicide The Problem and Road Forward The Importance of Integrated Development to Reduce Poverty and Hunger. #FarmersProtests #FarmersProtest #Farmers #Suicide #Poverty #Hunger  youtu.be/CDRvTZGWmj8,0.01244,1e-05,0.00041,0.00061,0.00131,0.00055,0.00014
@shuja_2006 #Sikhs have been saying this forever but no one has bothered to listen to us! We need to stop this! #देश_विरोधी_संघटन_RSS #FarmersProtest = #HumanRights #Desh_Ka_Gaddar_RSS,0.00164,0.0,0.00016,0.00016,0.00019,4e-05,5e-05
#Desh_Ka_Gaddar_RSS #Sikhs have been saying this forever but no one bothered to listen to us! #देश_विरोधी_संघटन_RSS  #FarmersProtest = #HumanRights twitter.com/shuja_2006/sta…,0.00212,1e-05,0.0003,0.00018,0.00025,5e-05,6e-05
Watch this please India's history and #Sikh history is being rewritten! #देश_विरोधी_संघटन_RSS #Desh_Ka_Gaddar_RSS  #FarmersProtest = #HumanRights twitter.com/shuja_2006/sta…,0.00067,0.0,6e-05,0.00011,0.00013,2e-05,2e-05
"More than 300 lost, been through frigid cold, pouring rains, red hot sun already in full swing, harvest season already there and still away away away from home. One has to be really hard hearted to not to melt at this. 💔💔💔 #FarmersProtest https://t.co/Mr3ZzAprD7",0.00084,0.0,7e-05,0.0001,0.00019,3e-05,3e-05
it urks me that some of the diaspora (younger ppl) dont wanna learn about our history. our history is so important bc we are owed so much by India. we have been treated as less than for YEARS. the #farmersprotest is just the new way for them to attack us. do better!,0.01332,1e-05,0.00025,0.00201,0.00118,0.00066,9e-05
"@ssinhasoe @amaanbali Your logic ? It’s objective facts and you still try to put a subjective twist. Come on, try rebuttal with logic and facts. It’s easy to play the religious segregation card. #FarmersProtest #KisanAndolan #Punjab",0.00263,0.0,6e-05,0.00027,0.00059,4e-05,3e-05
@BaazNewsOrg @Sukhmeet_Grewal Answer is simple:  BJP want to target Sikhs for staging rallies around the 🌎 in support of farmers protests which have spread to entire country now. Farmers protests have become major headach for BJP govt. #FarmersProtest,0.0006,0.0,4e-05,9e-05,0.00016,2e-05,1e-05
@SudhirKadian3 Keep supporting the just cause #FarmersProtest,0.00093,0.0,5e-05,0.00012,0.00017,3e-05,2e-05
"🙏 'NIRBHAU NIRVAIR' in Punjabi means ""Without Fear, Without Hate"". Love for all hatred for none!! Pray for humanity above all. I believe in democratic process &amp; Pray for a peaceful resolution to Farmers Protest. Jai Jawan/Kisan, Jai Hind/Bharat 🇮🇳 🇨🇦 SAT SRI AKAL #FarmersProtest https://t.co/BVsNKPebqJ",0.00891,1e-05,0.00022,0.00148,0.00104,0.00019,6e-05
@skommana1 @amanmangat08 Shabadh- keep putting your input into #FarmersProtest,0.00111,0.0,7e-05,0.00012,0.00017,3e-05,3e-05
"@ashokb56 @Devinder_Sharma @ParaRjs The day the andhbhakts will realize that anyone opposing BJP/Govt does not means opposing Hindus, everything will sort out peacefully but these leaders won't let it happen If this happens the opportunistic leaders will cease to exist who live on divisive politics #FarmersProtest",0.00274,0.0,4e-05,0.00034,0.0008,3e-05,1e-05
"@JujhaarSinghz They get 2rs per tweet for instigating us and the irony is that they fail every time. Funny part is that idiots think, they know more about our Gurus.  #FarmersProtest",0.9776,4e-05,0.00187,0.00062,0.97018,9e-05,0.00013
@DoabanJatti Mine too #FarmersProtest,0.00062,0.0,4e-05,9e-05,0.00015,2e-05,1e-05
"This literally made me so emotional ❤️Watch Modi , these are our people whom we are fighting for and we won’t back down at any cost ...Deg Teg Fateh 💪👊🏼🙌🏼@singhpal99 @SSsandhu1 @mnt567 @yourlawyerkomal @samitakaur74 #FarmersProtest #Black_Holi_Of_Farmers https://t.co/BX5f3k8Bs0",0.00685,1e-05,0.00021,0.0023,0.00105,7e-05,8e-05
@nxv19_ Still here and supporting ✊  #FarmersProtest,0.00052,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
#GoBackModi #FarmersProtest #shameonmodi BJP leave Bengal alone https://t.co/29xlS4mqti,0.00074,0.0,8e-05,9e-05,9e-05,4e-05,3e-05
ਡਟੇ ਰਹੋ 🤟🏻 keep struggling  #FarmersProtest twitter.com/amanmangat08/s…,0.00041,0.0,3e-05,7e-05,0.0001,2e-05,1e-05
Reality of BJP. SHAME ON BJP . #FarmersProtest https://t.co/iZVVKwv3a7,0.01119,1e-05,0.00035,0.00054,0.00094,0.00024,0.00012
The true defination of our hardworking farmers;  F – Fearlessness A – Assertion R – Resolve M – Morality E – Empathy R – Righteousness  #GoBackModi #FarmersProtest #Desh_Ka_Gaddar_RSS,0.0155,2e-05,0.00358,0.00047,0.0021,0.00021,0.00051
@loyal90901246 The RSS is such an embarrassment for #India! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.04011,0.0,0.00068,0.00049,0.01581,6e-05,0.00013
Chandu from Subway 😂😂😂  #FarmersProtest https://t.co/cXwiBlr8w3,0.0006,0.0,6e-05,8e-05,0.00012,2e-05,2e-05
#FarmersProtest  Do or Die twitter.com/SSsandhu1/stat…,0.49183,0.00021,0.00664,0.00341,0.01029,0.22132,0.00127
Standing tall against tyrants 💚 @SSsandhu1 @yourlawyerkomal @AlmeidaJugnu @bhupenderc19 @mnt567 @sikhexpo @Monica_Gill1 @RaviSinghKA @jazzyb #FarmersProtest #Black_Holi_Of_Farmers #BurnFarmLawsOnHoli https://t.co/uhayT02veQ,0.03638,2e-05,0.00063,0.01171,0.00444,0.00042,0.00017
@vijaypks51 Absolutely! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00185,0.0,0.00015,0.00018,0.0002,5e-05,6e-05
"(Sorry I know if missed loads of others for supporting  )thank you for  raising awareness on your platforms ,donating and simply standing for human rights and humanity  Please get involved help the people that feed the world   #FarmersProtest  #IStandWithFarmers  ❤️🌍✌🏽",0.00055,0.0,3e-05,8e-05,0.00013,2e-05,2e-05
Please show your support and share under hashtags  #FarmersProtest #IStandWithFarmers https://t.co/BOHAxKSW45,0.00048,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
This is why india is going downhill   #FarmersProtest twitter.com/navjammu/statu… https://t.co/bZDZZi5oUL,0.00147,0.0,5e-05,0.00046,0.00026,3e-05,2e-05
To pajama he fateh #FarmersProtest  #GoBackModi twitter.com/RajeshB0081102…,0.0012,0.0,9e-05,0.00012,0.00022,3e-05,2e-05
@ScJHlqA11bYFBH1 @MuftiWahidSdy Indoctrinating innocent children in the name of religious hate I feel is a sin just like forcefully converting someone #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.04863,3e-05,0.0005,0.01571,0.00256,0.00061,0.0003
"Total Fertilizer Subsidy Budget remained almost constant for over 10 years. Still, asking why #FarmersProtest ?  2020 - After Farmers' protests additional budget to clear past Dues. Planned budget was for 71345 Crore only.  indianexpress.com/article/india/… https://t.co/p8kUXtGhN9",0.00044,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
So impressive.#FarmersProtest #amaanbali #Ramansekhonraman https://t.co/cDO7RC5pLZ,0.00047,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
Agriculture needs reform in India not 3 anti-farmers laws. Address farmer debt = address suicide. #FarmersProtest twitter.com/amaanbali/stat…,0.00577,0.0,0.00015,0.00026,0.00061,0.00043,6e-05
The “Bas dosti bani rahe” moment #FarmersProtest  #KisanMajdoorEktaZindabaad twitter.com/newslaundry/st…,0.00415,1e-05,0.00069,0.00023,0.00078,6e-05,0.0001
Just expose them. #GoBackModi #FarmersProtest,0.00088,0.0,4e-05,0.00011,0.00015,5e-05,2e-05
STAY UNITED STAY PEACEFUL #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights twitter.com/DigitalKisanBo…,0.03342,1e-05,0.00084,0.00143,0.00674,0.00029,0.00017
"Without Hate , Without Fear #FarmersProtest #Desh_Ka_Gaddar_RSS",0.00757,1e-05,0.00037,0.00038,0.00066,0.00013,0.0001
